CN-2018-100862,2018-05-27,杨店店,信用卡,2018-06-01,6,Cust-13510,麦虢,公司,鞍山,辽宁,东北,Prod-10001500,Smead_圆形标签_红色,办公用品,标签,156.8,5,0,76.3,郝杰,0,2018
CN-2018-100863,2018-05-29,杨店店,其它,2018-05-31,3,Cust-19045,贺鹏,小型企业,揭阳,广东,中南,Prod-10002204,Enermax_信纸_回收,办公用品,纸张,219.38,1,0,28.42,王倩倩,0,2018
CN-2018-100864,2018-05-29,杨店店,支付宝,2018-05-31,3,Cust-18895,徐谙,消费者,牡丹江,黑龙江,东北,Prod-10000749,Ibico_打孔机_透明,办公用品,装订机,977.06,7,0,331.24,郝杰,0,2018
CN-2018-100865,2018-05-29,燎原店,微信,2018-06-01,1,Cust-13555,佘虢,公司,孝感,湖北,中南,Prod-10004239,苹果_音频基座_蓝色,技术,电话,4205.628,9,0.4,-281.232,王倩倩,0,2018
CN-2018-100866,2018-05-29,庐江路,其它,2018-06-04,6,Cust-13825,侯虹,公司,七台河,黑龙江,东北,Prod-10003758,摩托罗拉_充电器_蓝色,技术,电话,14996.1,5,0,1649.2,郝杰,0,2018
CN-2018-100867,2018-05-29,众兴店,微信,2018-06-04,6,Cust-19000,曹柏,小型企业,东莞,广东,中南,Prod-10004939,Kraft_商业信封_红色,办公用品,信封,466.2,5,0,46.2,王倩倩,0,2018
CN-2018-100868,2018-05-29,人民路店,微信,2018-06-04,6,Cust-19000,曹柏,小型企业,东莞,广东,中南,Prod-10004021,Rubvermaid_分层置放架_优质,家具,用具,110.88,1,0,24.36,王倩倩,0,2018
CN-2018-100869,2018-05-29,定远路店,其它,2018-06-05,6,Cust-11200,蔡晨,消费者,汕头,广东,中南,Prod-10004013,GlobeWeis_外皮和封条_每套_50_个,办公用品,信封,598.92,6,0,35.28,王倩倩,0,2018
CN-2018-100870,2018-05-30,人民路店,信用卡,2018-06-02,1,Cust-12625,孙辉,小型企业,唐山,河北,华北,Prod-10003844,Rubvermaid_灯泡_黑色,家具,用具,439.6,5,0,65.8,张怡莲,0,2018
CN-2018-100871,2018-05-30,金寨店,微信,2018-06-03,6,Cust-20455,卢淑芳,消费者,吉林市,吉林,东北,Prod-10003357,Green_Bar_笔记本_优质,办公用品,纸张,834.12,6,0,399.84,郝杰,0,2018
CN-2018-100872,2018-05-30,海恒店,信用卡,2018-06-03,6,Cust-18355,夏明媚,公司,颍上解放路城关镇,安徽,华东,Prod-10002672,Sanford_画布_金属,办公用品,美术,773.248,4,0.2,28.448,杨洪光,0,2018
CN-2018-100873,2018-05-30,人民路店,微信,2018-06-04,6,Cust-11620,程聪,消费者,天津,天津,华北,Prod-10003358,Advantus_灯泡_一包多件,家具,用具,469.7,5,0,93.8,张怡莲,0,2018
CN-2018-100874,2018-05-30,杨店店,微信,2018-06-04,6,Cust-11620,程聪,消费者,天津,天津,华北,Prod-10002746,Cuisinart_咖啡研磨机_银色,办公用品,器具,367.36,2,0,25.48,张怡莲,0,2018
CN-2018-100875,2018-05-30,庐江路,微信,2018-06-04,6,Cust-21310,武廷,消费者,石嘴山,宁夏,西北,Prod-10000942,思科_智能手机_整包,技术,电话,3233.3,5,0,646.1,江奕健,0,2018
CN-2018-100876,2018-05-30,临泉路,信用卡,2018-06-04,6,Cust-11620,程聪,消费者,天津,天津,华北,Prod-10002381,Harbour_Creations_运输标签_耐用,办公用品,标签,110.6,2,0,52.92,张怡莲,0,2018
CN-2018-100877,2018-05-30,金寨店,其它,2018-06-04,6,Cust-11620,程聪,消费者,天津,天津,华北,Prod-10000621,Bush_书库_金属,家具,书架,1697.64,1,0,135.8,张怡莲,0,2018
CN-2018-100878,2018-05-30,众兴店,支付宝,2018-06-04,6,Cust-21310,武廷,消费者,石嘴山,宁夏,西北,Prod-10004549,Chromcraft_会议桌_黑色,家具,桌子,4886.952,2,0.4,-2117.808,江奕健,0,2018
CN-2018-100879,2018-05-30,临泉路,支付宝,2018-06-04,6,Cust-21565,邵伟,公司,涟源,湖南,中南,Prod-10003581,Deflect-O_门挡_一包多件,家具,用具,1437.66,7,0,373.38,王倩倩,0,2018
CN-2018-100880,2018-05-30,庐江路,其它,2018-06-04,6,Cust-10915,贺婵,消费者,宜昌,湖北,中南,Prod-10000554,爱普生_卡片打印机_红色,技术,设备,4210.92,9,0.4,631.26,王倩倩,0,2018
CN-2018-100881,2018-05-30,燎原店,其它,2018-06-04,3,Cust-19150,麦平,消费者,无锡,江苏,华东,Prod-10001243,BIC_记号笔_金属,办公用品,美术,51.688,2,0.8,-196.672,杨洪光,0,2018
CN-2018-100882,2018-05-30,庐江路,信用卡,2018-06-04,3,Cust-19150,麦平,消费者,无锡,江苏,华东,Prod-10000287,Wilson_Jones_孔加固材料_实惠,办公用品,装订机,25.368,2,0.4,-6.832,杨洪光,0,2018
CN-2018-100883,2018-05-30,金寨店,信用卡,2018-06-04,3,Cust-19150,麦平,消费者,无锡,江苏,华东,Prod-10003979,Deflect-O_框架_耐用,家具,用具,899.388,3,0.4,-450.072,杨洪光,0,2018
CN-2018-100884,2018-05-30,定远路店,支付宝,2018-06-04,3,Cust-19150,麦平,消费者,无锡,江苏,华东,Prod-10004577,Novimex_可去除的标签_耐用,办公用品,标签,95.76,2,0,12.32,杨洪光,0,2018
CN-2018-100885,2018-05-30,临泉路,信用卡,2018-06-05,6,Cust-19495,陶巧,消费者,汕头,广东,中南,Prod-10003037,Hamilton_Beach_冰箱_白色,办公用品,器具,4650.52,2,0,1022.84,王倩倩,0,2018
CN-2018-100886,2018-05-31,定远路店,信用卡,2018-06-02,3,Cust-15730,万兰,消费者,汕头,广东,中南,Prod-10003452,KitchenAid_搅拌机_黑色,办公用品,器具,1375.92,3,0,550.2,王倩倩,0,2018
CN-2018-100887,2018-05-31,众兴店,其它,2018-06-02,3,Cust-12685,贾芳茵,消费者,夏镇,山东,华东,Prod-10004188,Smead_文件夹_蓝色,办公用品,收纳具,408.1,5,0,167.3,杨洪光,0,2018
CN-2018-100888,2018-05-31,海恒店,微信,2018-06-04,6,Cust-10570,陶博,消费者,哈尔滨,黑龙江,东北,Prod-10000469,Kraft_邮寄品_红色,办公用品,信封,1537.76,8,0,553.28,郝杰,0,2018
CN-2018-100889,2018-05-31,金寨店,信用卡,2018-06-04,3,Cust-21550,彭伟,小型企业,青岛,山东,华东,Prod-10002475,诺基亚_办公室电话机_全尺寸,技术,电话,929.88,3,0,288.12,杨洪光,0,2018
CN-2018-100890,2018-05-31,定远路店,其它,2018-06-04,6,Cust-11500,麦忠,消费者,瓦房店,辽宁,东北,Prod-10000086,Kleencut_剪刀_工业,办公用品,用品,133.896,2,0.4,19.936,郝杰,0,2018
CN-2018-100891,2018-05-31,杨店店,其它,2018-06-04,3,Cust-21550,彭伟,小型企业,青岛,山东,华东,Prod-10004623,Hoover_冰箱_黑色,办公用品,器具,2453.22,1,0,367.92,杨洪光,0,2018
CN-2018-100892,2018-05-31,人民路店,信用卡,2018-06-04,6,Cust-11500,麦忠,消费者,瓦房店,辽宁,东北,Prod-10001222,Breville_咖啡研磨机_红色,办公用品,器具,1039.248,6,0.4,-346.752,郝杰,0,2018
CN-2018-100893,2018-05-31,临泉路,信用卡,2018-06-04,3,Cust-10555,彭博,公司,大同,山西,华北,Prod-10003365,Enermax_计划信息表_优质,办公用品,纸张,315,3,0,0,张怡莲,0,2018
CN-2018-100894,2018-05-31,庐江路,支付宝,2018-06-05,6,Cust-19825,苏晒明,消费者,宜城,湖北,中南,Prod-10003382,Novimex_文件夹标签_耐用,办公用品,标签,40.32,1,0,5.18,王倩倩,0,2018
CN-2018-100895,2018-05-31,临泉路,信用卡,2018-06-05,6,Cust-19825,苏晒明,消费者,宜城,湖北,中南,Prod-10002159,BIC_钢笔_金属,办公用品,美术,29.008,2,0.8,-46.592,王倩倩,0,2018
CN-2018-100896,2018-05-31,庐江路,信用卡,2018-06-05,6,Cust-19825,苏晒明,消费者,宜城,湖北,中南,Prod-10003303,Stanley_荧光笔_整包,办公用品,美术,27.944,2,0.8,-105.056,王倩倩,0,2018
CN-2018-100897,2018-05-31,临泉路,支付宝,2018-06-05,6,Cust-19825,苏晒明,消费者,宜城,湖北,中南,Prod-10000691,摩托罗拉_耳机_蓝色,技术,电话,223.272,1,0.4,-137.788,王倩倩,0,2018
CN-2018-100898,2018-05-31,众兴店,微信,2018-06-05,6,Cust-14590,徐健,公司,台城,广东,中南,Prod-10004558,思科_办公室电话机_整包,技术,电话,1127.7,3,0,180.18,王倩倩,1,2018
CN-2018-100899,2018-05-31,人民路店,信用卡,2018-06-05,6,Cust-14590,徐健,公司,台城,广东,中南,Prod-10002932,Kraft_外皮和封条_银色,办公用品,信封,427.28,4,0,42.56,王倩倩,1,2018
CN-2018-100900,2018-05-31,海恒店,其它,2018-06-05,6,Cust-14590,徐健,公司,台城,广东,中南,Prod-10000183,Cardinal_订书机_实惠,办公用品,装订机,696.78,3,0,257.46,王倩倩,0,2018
CN-2018-100901,2018-05-31,金寨店,其它,2018-06-06,6,Cust-18190,薛梦,消费者,南昌,江西,华东,Prod-10002443,Advantus_框架_黑色,家具,用具,3629.92,7,0,1777.72,杨洪光,0,2018
CN-2018-100902,2018-05-31,临泉路,其它,2018-06-06,6,Cust-15415,戴康,消费者,阳泉,山西,华北,Prod-10003151,三星_耳机_混合尺寸,技术,电话,2129.4,6,0,233.52,张怡莲,0,2018
CN-2018-100903,2018-06-01,燎原店,微信,2018-06-01,0,Cust-10480,戴壁,消费者,沧州,河北,华北,Prod-10003772,SAFCO_摇椅_每套两件,家具,椅子,2560.32,4,0,588.56,张怡莲,0,2018
CN-2018-100904,2018-06-01,燎原店,信用卡,2018-06-06,6,Cust-12190,牛德伟,消费者,拜泉,黑龙江,东北,Prod-10000088,Breville_搅拌机_红色,办公用品,器具,2947.84,7,0,294,郝杰,0,2018
CN-2018-100905,2018-06-02,人民路店,其它,2018-06-02,0,Cust-15580,薛关茵,消费者,武汉,湖北,中南,Prod-10003944,Harbour_Creations_圆形标签_白色,办公用品,标签,94.5,3,0,10.08,王倩倩,0,2018
CN-2018-100906,2018-06-02,临泉路,其它,2018-06-02,0,Cust-15580,薛关茵,消费者,武汉,湖北,中南,Prod-10002981,Deflect-O_门挡_黑色,家具,用具,615.3,5,0.4,-328.3,王倩倩,0,2018
CN-2018-100907,2018-06-02,临泉路,信用卡,2018-06-02,0,Cust-15580,薛关茵,消费者,武汉,湖北,中南,Prod-10000816,Green_Bar_令_优质,办公用品,纸张,138.88,1,0,35.98,王倩倩,0,2018
CN-2018-100908,2018-06-02,海恒店,信用卡,2018-06-02,0,Cust-15580,薛关茵,消费者,武汉,湖北,中南,Prod-10000619,三星_音频基座_整包,技术,电话,1402.128,3,0.4,-865.032,王倩倩,0,2018
CN-2018-100909,2018-06-02,人民路店,信用卡,2018-06-07,3,Cust-17650,彭丽雪,小型企业,保定,河北,华北,Prod-10002790,Hon_文件夹标签_白色,办公用品,标签,362.88,9,0,2.52,张怡莲,0,2018
CN-2018-100910,2018-06-02,人民路店,其它,2018-06-07,3,Cust-17650,彭丽雪,小型企业,保定,河北,华北,Prod-10003499,宜家_书库_金属,家具,书架,3386.6,2,0,609.56,张怡莲,0,2018
CN-2018-100911,2018-06-02,众兴店,其它,2018-06-07,3,Cust-17650,彭丽雪,小型企业,保定,河北,华北,Prod-10000702,Hoover_咖啡研磨机_红色,办公用品,器具,642.04,2,0,38.36,张怡莲,0,2018
CN-2018-100912,2018-06-03,杨店店,其它,2018-06-04,1,Cust-10180,巩安,小型企业,石龙,广东,中南,Prod-10000084,KitchenAid_烤面包机_黑色,办公用品,器具,1977.5,5,0,691.6,王倩倩,0,2018
CN-2018-100913,2018-06-03,杨店店,信用卡,2018-06-06,3,Cust-13435,巩光,消费者,潍坊,山东,华东,Prod-10002847,Tenex_文件车_金属,办公用品,收纳具,1243.2,2,0,397.6,杨洪光,0,2018
CN-2018-100914,2018-06-03,海恒店,信用卡,2018-06-06,3,Cust-13435,巩光,消费者,潍坊,山东,华东,Prod-10001821,SAFCO_椅垫_黑色,家具,椅子,1071.28,4,0,406.56,杨洪光,0,2018
CN-2018-100915,2018-06-03,人民路店,信用卡,2018-06-06,1,Cust-16015,黄磊,消费者,大同,安徽,华东,Prod-10003154,Enermax_鼠标_实惠,技术,配件,564.06,3,0,140.7,杨洪光,0,2018
CN-2018-100916,2018-06-03,人民路店,信用卡,2018-06-06,1,Cust-16015,黄磊,消费者,大同,安徽,华东,Prod-10004733,Avery_有色标签_白色,办公用品,标签,124.04,2,0,61.88,杨洪光,0,2018
CN-2018-100917,2018-06-03,海恒店,其它,2018-06-07,6,Cust-10945,刘婵,消费者,徐州,江苏,华东,Prod-10000222,KitchenAid_微波炉_银色,办公用品,器具,3483.984,4,0.4,-522.816,杨洪光,0,2018
CN-2018-100918,2018-06-03,杨店店,其它,2018-06-08,3,Cust-18865,田谙,消费者,重庆,重庆,西南,Prod-10000989,Office_Star_摇椅_每套两件,家具,椅子,4008.48,6,0,120.12,姜伟,0,2018
CN-2018-100919,2018-06-03,燎原店,微信,2018-06-10,6,Cust-14665,薛娇,消费者,深圳,广东,中南,Prod-10000405,SanDisk_路由器_实惠,技术,配件,3588.9,3,0,179.34,王倩倩,0,2018
CN-2018-100920,2018-06-03,金寨店,信用卡,2018-06-10,6,Cust-14665,薛娇,消费者,深圳,广东,中南,Prod-10004464,Wilson_Jones_标签_实惠,办公用品,装订机,60.2,2,0,24.08,王倩倩,0,2018
CN-2018-100921,2018-06-04,金寨店,其它,2018-06-06,3,Cust-15850,康丽,消费者,上海,上海,华东,Prod-10003833,柯尼卡_卡片打印机_耐用,技术,设备,2454.06,3,0,147,杨洪光,0,2018
CN-2018-100922,2018-06-04,燎原店,其它,2018-06-06,3,Cust-15850,康丽,消费者,上海,上海,华东,Prod-10004035,Rogers_盘_蓝色,办公用品,收纳具,863.52,3,0,301.98,杨洪光,0,2018
CN-2018-100923,2018-06-04,众兴店,支付宝,2018-06-06,3,Cust-15850,康丽,消费者,上海,上海,华东,Prod-10000103,Tenex_文件夹_蓝色,办公用品,收纳具,866.88,8,0,181.44,杨洪光,0,2018
CN-2018-100924,2018-06-04,金寨店,其它,2018-06-07,1,Cust-14920,潘锦,消费者,青岛,山东,华东,Prod-10001619,Breville_咖啡研磨机_白色,办公用品,器具,1960,7,0,431.2,杨洪光,0,2018
CN-2018-100925,2018-06-04,海恒店,信用卡,2018-06-07,1,Cust-15490,钱崆,消费者,德阳,四川,西南,Prod-10000374,Harbour_Creations_椅垫_可调,家具,椅子,834.288,4,0.4,83.328,姜伟,0,2018
CN-2018-100926,2018-06-04,人民路店,其它,2018-06-07,1,Cust-15490,钱崆,消费者,德阳,四川,西南,Prod-10000080,Memorex_键区_实惠,技术,配件,506.352,4,0.4,-202.608,姜伟,0,2018
CN-2018-100927,2018-06-04,人民路店,其它,2018-06-07,1,Cust-15490,钱崆,消费者,德阳,四川,西南,Prod-10000678,Accos_按钉_金属,办公用品,系固件,122.976,3,0.4,-10.584,姜伟,0,2018
CN-2018-100928,2018-06-04,海恒店,信用卡,2018-06-07,1,Cust-14920,潘锦,消费者,青岛,山东,华东,Prod-10000287,Wilson_Jones_孔加固材料_实惠,办公用品,装订机,84.56,4,0,20.16,杨洪光,0,2018
CN-2018-100929,2018-06-04,金寨店,信用卡,2018-06-07,1,Cust-14110,程欢悦,消费者,温岭,浙江,华东,Prod-10003675,Smead_搁板_蓝色,办公用品,收纳具,456.68,2,0,196.28,杨洪光,0,2018
CN-2018-100930,2018-06-04,海恒店,信用卡,2018-06-07,1,Cust-15490,钱崆,消费者,德阳,四川,西南,Prod-10003499,宜家_书库_金属,家具,书架,5079.9,5,0.4,-1862.7,姜伟,0,2018
CN-2018-100931,2018-06-04,庐江路,信用卡,2018-06-08,6,Cust-19540,毛庆缘,公司,南昌,江西,华东,Prod-10001290,Ibico_装订机_透明,办公用品,装订机,139.44,2,0,24.92,杨洪光,0,2018
CN-2018-100932,2018-06-04,人民路店,其它,2018-06-10,6,Cust-19255,邱谦,公司,沈阳,辽宁,东北,Prod-10001956,OIC_回形针_金属,办公用品,系固件,162.96,4,0.4,-73.36,郝杰,0,2018
CN-2018-100933,2018-06-04,海恒店,其它,2018-06-10,6,Cust-19255,邱谦,公司,沈阳,辽宁,东北,Prod-10004472,Avery_文件夹标签_红色,办公用品,标签,125.16,3,0,52.5,郝杰,0,2018
CN-2018-100934,2018-06-04,庐江路,其它,2018-06-10,6,Cust-11005,徐婵,小型企业,淮南,安徽,华东,Prod-10000513,贝尔金_键区_实惠,技术,配件,1347.5,5,0,282.8,杨洪光,0,2018
CN-2018-100935,2018-06-04,海恒店,其它,2018-06-10,6,Cust-15880,柯丽,消费者,禹城,山东,华东,Prod-10001543,佳能_个人复印机_彩色,技术,复印机,2018.52,3,0,625.38,杨洪光,0,2018
CN-2018-100936,2018-06-05,庐江路,其它,2018-06-07,1,Cust-11770,巩达侠,消费者,信阳,河南,中南,Prod-10000216,Brother_传真复印机_彩色,技术,复印机,2701.02,3,0,1026.06,王倩倩,0,2018
CN-2018-100937,2018-06-05,庐江路,其它,2018-06-08,3,Cust-10885,赵婵,消费者,高邮,江苏,华东,Prod-10000099,Brother_个人复印机_红色,技术,复印机,2765.364,7,0.4,-922.376,杨洪光,0,2018
CN-2018-100938,2018-06-05,庐江路,信用卡,2018-06-09,6,Cust-15985,薛磊,消费者,沈阳,辽宁,东北,Prod-10002575,Wilson_Jones_打孔机_耐用,办公用品,装订机,165.144,2,0.4,16.464,郝杰,0,2018
CN-2018-100939,2018-06-05,金寨店,微信,2018-06-09,6,Cust-15985,薛磊,消费者,沈阳,辽宁,东北,Prod-10003572,Breville_咖啡研磨机_黑色,办公用品,器具,1029.672,6,0.4,-223.608,郝杰,0,2018
CN-2018-100940,2018-06-05,杨店店,信用卡,2018-06-09,6,Cust-15985,薛磊,消费者,沈阳,辽宁,东北,Prod-10003967,Eldon_相框_优质,家具,用具,317.688,2,0.4,-158.872,郝杰,0,2018
CN-2018-100941,2018-06-05,庐江路,支付宝,2018-06-11,6,Cust-14860,胡锦,公司,温岭,浙江,华东,Prod-10004064,佳能_传真复印机_每套两件,技术,复印机,3750.264,7,0.4,-2250.276,杨洪光,0,2018
CN-2018-100942,2018-06-06,临泉路,信用卡,2018-06-08,3,Cust-14875,龙锦,小型企业,浯溪,湖南,中南,Prod-10001160,Advantus_订书钉_混合尺寸,办公用品,系固件,116.34,3,0,32.34,王倩倩,0,2018
CN-2018-100943,2018-06-06,海恒店,其它,2018-06-08,1,Cust-17365,李丽丽,消费者,招远,山东,华东,Prod-10002899,宜家_古典书架_传统,家具,书架,5764.5,3,0,1498.56,杨洪光,0,2018
CN-2018-100944,2018-06-06,杨店店,其它,2018-06-08,1,Cust-17365,李丽丽,消费者,招远,山东,华东,Prod-10003542,SanDisk_信纸_每包_12_个,办公用品,纸张,2207.52,9,0,506.52,杨洪光,0,2018
CN-2018-100945,2018-06-06,临泉路,信用卡,2018-06-08,1,Cust-17365,李丽丽,消费者,招远,山东,华东,Prod-10002168,Hon_凳子_黑色,家具,椅子,1504.72,2,0,14.84,杨洪光,0,2018
CN-2018-100946,2018-06-06,人民路店,微信,2018-06-09,3,Cust-10330,廖保,消费者,本溪,辽宁,东北,Prod-10003337,GlobeWeis_商业信封_每套_50_个,办公用品,信封,80.92,1,0,29.12,郝杰,0,2018
CN-2018-100947,2018-06-06,金寨店,支付宝,2018-06-10,6,Cust-13375,夏光,消费者,淮南,安徽,华东,Prod-10002175,施乐_羊皮纸_优质,办公用品,纸张,185.64,3,0,60.9,杨洪光,0,2018
CN-2018-100948,2018-06-06,杨店店,其它,2018-06-10,6,Cust-13375,夏光,消费者,淮南,安徽,华东,Prod-10001035,Boston_荧光笔_金属,办公用品,美术,225.456,3,0.2,11.256,杨洪光,0,2018
CN-2018-100949,2018-06-06,人民路店,其它,2018-06-11,6,Cust-21910,戴武,消费者,重庆,重庆,西南,Prod-10004188,Smead_文件夹_蓝色,办公用品,收纳具,244.86,3,0,100.38,姜伟,0,2018
CN-2018-100950,2018-06-06,燎原店,支付宝,2018-06-11,6,Cust-14425,潘惠,消费者,肃州,甘肃,西北,Prod-10004872,Advantus_框架_一包多件,家具,用具,933.912,3,0.4,61.992,江奕健,0,2018
CN-2018-100951,2018-06-06,临泉路,支付宝,2018-06-11,6,Cust-14425,潘惠,消费者,肃州,甘肃,西北,Prod-10000814,Cameo_商业信封_红色,办公用品,信封,191.24,2,0,82.04,江奕健,0,2018
CN-2018-100952,2018-06-06,人民路店,信用卡,2018-06-11,6,Cust-14425,潘惠,消费者,肃州,甘肃,西北,Prod-10004033,Eaton_信纸_多色,办公用品,纸张,1087.1,5,0,119,江奕健,0,2018
CN-2018-100953,2018-06-06,定远路店,信用卡,2018-06-11,6,Cust-16000,黄磊,消费者,启东,江苏,华东,Prod-10001013,Dania_搁架_白色,家具,书架,2406.18,5,0.4,-401.52,杨洪光,0,2018
CN-2018-100954,2018-06-06,燎原店,其它,2018-06-11,6,Cust-16000,黄磊,消费者,启东,江苏,华东,Prod-10003678,Cuisinart_微波炉_银色,办公用品,器具,2345.364,3,0.4,-156.576,杨洪光,0,2018
CN-2018-100955,2018-06-06,海恒店,信用卡,2018-06-11,6,Cust-16000,黄磊,消费者,启东,江苏,华东,Prod-10001540,Dania_古典书架_白色,家具,书架,1157.184,1,0.4,-347.256,杨洪光,0,2018
CN-2018-100956,2018-06-06,庐江路,信用卡,2018-06-11,6,Cust-16000,黄磊,消费者,启东,江苏,华东,Prod-10004848,Cameo_搭扣信封_回收,办公用品,信封,116.34,3,0,0.84,杨洪光,0,2018
CN-2018-100957,2018-06-06,众兴店,信用卡,2018-06-11,6,Cust-13075,秦刚,公司,桂林,广西,中南,Prod-10003147,StarTech_收据打印机_红色,技术,设备,2513.7,5,0,150.5,王倩倩,0,2018
CN-2018-100958,2018-06-06,定远路店,信用卡,2018-06-11,6,Cust-13075,秦刚,公司,桂林,广西,中南,Prod-10000039,Avery_可去除的标签_白色,办公用品,标签,150.36,3,0,5.88,王倩倩,0,2018
CN-2018-100959,2018-06-07,庐江路,其它,2018-06-10,1,Cust-16480,马丽娜,消费者,邓州,河南,中南,Prod-10004500,松下_电话_耐用,技术,设备,2775.36,7,0,332.22,王倩倩,0,2018
CN-2018-100960,2018-06-07,金寨店,其它,2018-06-10,3,Cust-10870,徐婵娟,消费者,济南,山东,华东,Prod-10004982,Harbour_Creations_有色标签_白色,办公用品,标签,421.4,7,0,147,杨洪光,0,2018
CN-2018-100961,2018-06-07,海恒店,支付宝,2018-06-11,6,Cust-20245,邓实,消费者,襄樊,湖北,中南,Prod-10004880,宜家_书库_白色,家具,书架,4098.192,4,0.4,-819.728,王倩倩,0,2018
CN-2018-100962,2018-06-07,众兴店,微信,2018-06-11,3,Cust-21655,程雯,消费者,浯溪,湖南,中南,Prod-10003325,Stanley_记号笔_蓝色,办公用品,美术,414.4,5,0.2,30.8,王倩倩,0,2018
